funded_amnt,emp_length,home_ownership,annual_inc,last_pymnt_amnt,mort_acc,int_rate,mo_sin_old_rev_tl_op,avg_cur_bal,acc_open_past_24mths,num_sats,loan_status
24000,2 years,RENT,450000,7088.35,2,5.32,196,100422,1,5,Fully Paid
35000,10+ years,RENT,89000,30317,4,10.78,263,7023,8,30,Fully Paid
35000,5 years,MORTGAGE,104500,907.73,5,18.99,186,30368,5,13,Current
3225,5 years,MORTGAGE,35000,120.68,0,20.5,193,3021,5,8,Charged Off
28000,3 years,MORTGAGE,108000,9997.16,8,6.49,208,32161,2,12,Fully Paid
7200,10+ years,MORTGAGE,60000,2.87,4,9.17,225,5440,6,18,Fully Paid
12000,5 years,RENT,43000,6164.01,3,9.8,167,1498,6,14,Fully Paid
21000,< 1 year,RENT,134000,532.92,2,17.97,212,16662,5,8,Current
35000,10+ years,MORTGAGE,123000,24223.27,1,19.48,269,17909,7,18,Fully Paid
12000,< 1 year,MORTGAGE,118000,721.81,3,5.32,312,11264,7,23,Fully Paid
18000,1 year,OWN,38000,1039.4,1,10.78,374,863,2,7,Current
5000,7 years,OWN,38000,156.66,0,7.91,267,1293,2,8,Fully Paid
25000,6 years,RENT,85000,854.29,0,13.99,153,2582,7,15,Fully Paid
8750,1 year,RENT,29524.32,320.7,0,18.99,54,10534,5,9,Charged Off
6600,4 years,MORTGAGE,240000,6180.52,1,19.48,153,7882,6,10,Fully Paid
10000,2 years,OWN,110000,1882.64,3,9.17,396,5104,3,15,Fully Paid
12500,10+ years,MORTGAGE,34000,8213.46,5,10.78,206,2040,4,14,Fully Paid
26250,10+ years,MORTGAGE,65000,26787.94,1,13.99,96,19814,9,11,Fully Paid
24000,10+ years,MORTGAGE,186000,15301.44,6,12.88,257,47214,8,14,Fully Paid
11000,7 years,MORTGAGE,101000,244.64,5,11.99,134,19383,4,14,Current
15000,9 years,RENT,90000,7952.6,0,11.48,204,3757,6,8,Fully Paid
13750,10+ years,MORTGAGE,27500,11740.41,0,16.59,144,4175,5,9,Fully Paid
10500,10+ years,OWN,45000,222.07,0,9.8,248,950,3,8,Current
35000,< 1 year,MORTGAGE,117000,33268.46,6,24.24,165,17326,7,14,Fully Paid
7000,10+ years,RENT,65000,218.7,2,12.88,52,818,7,10,Fully Paid
5600,10+ years,MORTGAGE,91500,4853.54,6,9.8,159,25024,8,12,Fully Paid
21000,8 years,MORTGAGE,150000,3299.48,2,9.17,172,3805,6,17,Fully Paid
15000,4 years,MORTGAGE,85000,340.53,1,5.32,253,11672,2,12,Fully Paid
14725,5 years,OWN,33500,349.15,2,14.85,134,10073,1,9,Current
6400,6 years,RENT,53000,5346.32,0,9.17,272,2161,4,11,Fully Paid
8400,10+ years,RENT,72701,270.11,1,9.8,250,13437,4,17,Fully Paid
20000,6 years,MORTGAGE,150000,18962.5,4,15.77,132,26571,12,15,Fully Paid
15000,,MORTGAGE,37534.44,518.83,4,14.85,301,13971,8,13,Fully Paid
28000,9 years,MORTGAGE,97666.07,622.71,2,11.99,211,7697,15,18,Current
25000,8 years,MORTGAGE,70000,521.03,4,9.17,133,13496,4,14,Current
13600,10+ years,MORTGAGE,61983,9668.12,1,11.48,120,40618,0,4,Fully Paid
18000,3 years,OWN,63000,615.11,0,13.99,232,9094,1,3,Fully Paid
35000,10+ years,OWN,160000,25775.46,4,18.49,424,27158,1,18,Fully Paid
20000,10+ years,OWN,58000,6753.31,0,8.49,379,5540,1,6,Fully Paid
20000,10+ years,RENT,139000,602.13,0,5.32,169,3392,1,14,Fully Paid
11075,10+ years,OWN,55000,331.99,0,26.06,93,4102,4,5,Current
11200,10+ years,MORTGAGE,53000,3782.76,2,9.17,41,12203,10,15,Fully Paid
25000,2 years,MORTGAGE,62000,8221.78,2,6.49,106,15129,4,9,Fully Paid
2500,6 years,RENT,29000,0.14,0,7.91,365,1857,4,8,Fully Paid
15000,7 years,OWN,65000,329.74,1,11.48,144,20115,0,17,Current
16000,1 year,RENT,75000,9896.59,0,8.49,146,6692,1,19,Fully Paid
5600,10+ years,RENT,50000,189.88,2,13.44,208,3547,11,11,Charged Off
10000,10+ years,RENT,70000,4189.31,0,7.49,162,2098,3,11,Fully Paid
3200,,MORTGAGE,24000,101,4,9.8,272,13041,7,7,Charged Off
28000,4 years,MORTGAGE,135000,7460.05,5,5.32,176,32147,6,14,Fully Paid
15000,10+ years,MORTGAGE,75000,5601.06,1,10.78,212,46780,7,8,Fully Paid
21600,1 year,MORTGAGE,120000,19632.56,3,6.99,148,20813,6,12,Fully Paid
15000,10+ years,MORTGAGE,54000,307.68,2,8.49,205,32319,5,9,Current
10000,9 years,MORTGAGE,75000,246.72,0,5.32,174,12556,4,9,Fully Paid
24000,10+ years,MORTGAGE,116500,1179.89,1,19.48,140,24329,7,11,Current
5000,10+ years,OWN,92000,160.87,4,9.8,287,16970,10,19,Charged Off
18200,3 years,RENT,150000,373.32,0,8.49,117,3794,2,16,Current
12000,3 years,MORTGAGE,73000,5503.01,1,6.49,188,3792,4,6,Fully Paid
15175,2 years,MORTGAGE,58000,543.08,1,17.27,57,18502,3,5,Charged Off
21000,< 1 year,RENT,80000,669.35,1,9.17,130,4745,3,9,Fully Paid
7000,,RENT,16968,2269.68,0,5.32,228,870,1,8,Fully Paid
12000,3 years,MORTGAGE,108000,3276.82,4,7.49,307,12974,7,17,Fully Paid
3200,10+ years,MORTGAGE,49000,2184.93,3,10.78,188,20917,4,10,Fully Paid
7200,10+ years,RENT,52000,249.07,0,14.85,171,6047,10,12,Charged Off
13200,10+ years,MORTGAGE,45000,10855.22,1,12.88,158,6065,7,13,Fully Paid
20000,,OWN,65000,706.37,0,12.88,296,2277,11,15,Charged Off
18000,2 years,MORTGAGE,120000,369.22,1,8.49,115,35086,1,5,Charged Off
18000,6 years,MORTGAGE,50000,107.81,6,16.59,305,70816,5,5,Fully Paid
7500,3 years,RENT,75000,1526.59,3,15.77,247,2428,2,8,Fully Paid
15000,10+ years,MORTGAGE,118000,5276.2,1,12.88,235,9219,3,7,Fully Paid
2400,10+ years,RENT,50000,74.4,0,7.49,260,11947,0,2,Fully Paid
2000,10+ years,MORTGAGE,119945,67.5,6,13.44,223,2703,10,21,Fully Paid
10000,10+ years,RENT,100000,9437.82,0,12.88,349,3273,9,14,Fully Paid
30000,< 1 year,MORTGAGE,103000,808.15,6,18.49,149,37720,9,12,Charged Off
25000,10+ years,MORTGAGE,105000,16087.6,5,7.91,196,58023,4,8,Fully Paid
3500,2 years,RENT,50000,122.08,0,14.85,93,2294,8,14,Current
11925,10+ years,MORTGAGE,50000,10551.47,2,8.49,255,13196,7,21,Fully Paid
3000,10+ years,MORTGAGE,75000,183.19,2,6.49,237,16399,2,10,Fully Paid
24000,10+ years,MORTGAGE,99000,569.08,6,14.85,266,29606,1,10,Current
13200,1 year,MORTGAGE,98000,420.81,5,9.17,103,4418,6,8,Charged Off
5000,10+ years,RENT,48000,167.79,0,12.88,103,4295,5,6,Fully Paid
21000,10+ years,MORTGAGE,225000,488.53,5,13.99,357,36383,9,35,Current
9000,10+ years,MORTGAGE,81000,6825.76,2,9.8,471,3389,7,13,Fully Paid
10000,3 years,MORTGAGE,43000,3410.8,1,9.17,142,4334,1,6,Fully Paid
12000,2 years,MORTGAGE,49000,299.98,4,17.27,229,10445,5,14,Current
1000,10+ years,MORTGAGE,36522,663.45,0,11.99,313,2992,5,23,Fully Paid
12000,10+ years,OWN,35000,279.16,0,13.99,130,2737,1,10,Charged Off
35000,2 years,MORTGAGE,103500,757.16,2,10.78,213,14081,3,12,Current
24000,10+ years,MORTGAGE,200000,2162.23,2,5.32,194,23202,5,16,Fully Paid
8500,1 year,OWN,35500,270.6,0,9.17,89,1213,1,5,Fully Paid
3500,8 years,MORTGAGE,56000,107.14,3,6.49,203,21940,2,10,Fully Paid
16100,10+ years,MORTGAGE,50000,575.93,1,17.27,153,15013,1,10,Fully Paid
12000,10+ years,MORTGAGE,185000,246.15,2,8.49,216,43576,4,12,Current
10000,< 1 year,MORTGAGE,117000,8126.54,2,19.48,151,44571,8,8,Fully Paid
6000,4 years,OWN,42000,1841.15,0,8.49,194,1448,7,22,Fully Paid
5000,10+ years,MORTGAGE,61000,2034.43,3,6.99,175,11644,7,15,Fully Paid
18000,10+ years,MORTGAGE,100000,3808.5,3,6.49,158,15145,5,11,Fully Paid
1000,10+ years,RENT,30000,34.18,0,13.99,49,6680,6,13,Charged Off
3850,< 1 year,MORTGAGE,45000,1131.89,3,13.44,137,18723,3,19,Fully Paid
2000,4 years,RENT,35000,1.17,0,11.99,117,146,7,7,Fully Paid
20000,7 years,OWN,56000,432.66,5,10.78,225,18864,2,9,Current
10175,3 years,MORTGAGE,63900,7156.6,2,19.89,185,16831,7,27,Fully Paid
10000,< 1 year,MORTGAGE,70000,7761.77,4,6.99,343,20378,2,14,Fully Paid
20000,5 years,MORTGAGE,52000,12298.07,2,9.8,133,12478,5,15,Fully Paid
35000,10+ years,MORTGAGE,110000,22116.13,2,10.78,302,27051,2,12,Fully Paid
20000,10+ years,RENT,93534,2655.16,0,12.88,221,7885,5,6,Fully Paid
14000,8 years,MORTGAGE,45000,374.83,0,20.5,175,4637,9,12,Current
20000,2 years,MORTGAGE,95000,18102.73,3,6.49,109,15394,0,9,Fully Paid
12250,4 years,RENT,26679.38,423.76,0,14.85,48,2058,2,14,Charged Off
15000,8 years,MORTGAGE,90000,6582.9,1,5.32,361,8659,3,20,Fully Paid
10000,10+ years,RENT,80000,301.06,1,5.32,171,3802,1,6,Fully Paid
3600,7 years,MORTGAGE,39000,117.26,3,10.78,342,49582,0,4,Fully Paid
5000,10+ years,MORTGAGE,68500,165.95,4,11.99,181,17954,7,20,Fully Paid
35000,10+ years,MORTGAGE,80000,25338.03,2,11.99,370,18147,2,12,Fully Paid
13000,10+ years,MORTGAGE,38000,8698.45,3,12.88,212,8158,8,13,Fully Paid
4000,5 years,OWN,35000,141.8,1,16.59,32,7178,7,8,Charged Off
22450,10+ years,MORTGAGE,74000,582.25,4,18.99,213,34582,1,10,Charged Off
4800,1 year,RENT,45000,852.31,0,11.99,132,5296,4,11,Fully Paid
21275,4 years,MORTGAGE,56035,15955.27,0,14.85,110,5777,8,12,Fully Paid
15000,10+ years,RENT,100000,8676.25,0,5.32,241,2608,5,24,Fully Paid
12000,4 years,MORTGAGE,110000,7372.03,0,12.88,173,4757,8,9,Fully Paid
34125,10+ years,MORTGAGE,132000,853.06,0,17.27,166,23723,3,14,Current
9650,< 1 year,RENT,55500,333.71,1,12.88,184,2673,6,19,Fully Paid
24000,10+ years,MORTGAGE,100000,12369.06,2,9.8,229,12447,2,14,Fully Paid
35000,10+ years,MORTGAGE,134000,3406.71,5,10.78,386,52194,1,10,Fully Paid
25000,10+ years,MORTGAGE,125000,752.85,2,5.32,296,8361,0,11,Fully Paid
9100,10+ years,MORTGAGE,40000,284.52,1,7.91,90,14755,3,11,Fully Paid
25000,2 years,MORTGAGE,118450,24605.14,2,14.85,289,30024,5,12,Fully Paid
18000,6 years,OWN,60000,380.28,0,7.49,146,3272,3,22,Fully Paid
10800,10+ years,OWN,123000,8244.29,1,11.48,253,31190,7,13,Fully Paid
9600,2 years,MORTGAGE,150000,5179.88,5,9.17,152,42248,7,6,Fully Paid
3600,3 years,MORTGAGE,55000,118.65,1,11.48,51,14033,3,15,Fully Paid
12000,10+ years,OWN,100000,287.31,1,12.88,163,37923,2,12,Charged Off
35000,6 years,MORTGAGE,88000,778.38,3,11.99,318,22350,0,6,Current
12000,10+ years,MORTGAGE,65000,5657.2,2,6.49,163,52354,1,4,Fully Paid
18000,8 years,MORTGAGE,89000,4374.88,4,6.99,326,14791,1,8,Fully Paid
22925,< 1 year,RENT,51000,14393.04,0,16.59,253,2258,3,16,Fully Paid
8000,3 years,RENT,120000,244.98,0,6.49,377,2496,0,5,Fully Paid
7000,3 years,MORTGAGE,100000,220.56,1,8.49,255,17797,5,18,Fully Paid
4500,5 years,MORTGAGE,39600,4437.16,1,9.8,113,18737,1,9,Fully Paid
11500,,RENT,33888,423.88,0,19.48,199,5874,4,6,Fully Paid
18725,10+ years,MORTGAGE,50000,475.19,3,17.97,483,35236,5,6,Current
19500,10+ years,MORTGAGE,85000,515.44,2,19.89,106,18674,2,11,Current
5000,4 years,MORTGAGE,52000,474.84,1,9.17,135,17293,3,9,Fully Paid
5000,2 years,MORTGAGE,141934,364,2,8.49,250,17621,12,23,Charged Off
2800,7 years,RENT,114400,198.84,0,17.27,111,10675,4,7,Fully Paid
14150,,OWN,28321,325.16,1,13.44,283,17207,2,4,Current
12000,8 years,RENT,75000,1534.3,0,9.8,117,6393,6,8,Fully Paid
16075,3 years,OWN,66666,10723.43,0,12.88,134,1567,10,12,Fully Paid
21000,4 years,MORTGAGE,85000,11904.82,6,9.17,197,35069,1,12,Fully Paid
20000,10+ years,MORTGAGE,71665,602.13,2,5.32,476,5977,1,11,Fully Paid
19200,10+ years,MORTGAGE,132000,400.15,1,9.17,119,71936,9,8,Current
28000,5 years,MORTGAGE,95000,574.33,2,8.49,144,10272,13,24,Charged Off
15000,2 years,RENT,89000,11749.32,1,9.8,230,3035,3,11,Fully Paid
15000,7 years,RENT,101000,7798.39,2,17.27,222,13510,12,16,Fully Paid
35000,2 years,RENT,84000,917.19,3,19.48,305,52267,1,7,Current
24000,10+ years,MORTGAGE,120000,312.06,2,13.99,40,35448,7,10,Fully Paid
35000,4 years,MORTGAGE,120000,11587,5,15.77,148,37705,4,12,Fully Paid
17125,4 years,RENT,45000,13792.01,0,27.99,92,524,13,30,Fully Paid
30000,9 years,MORTGAGE,70000,708.86,4,13.99,129,36720,5,7,Charged Off
8000,2 years,MORTGAGE,43500,276.08,1,10.78,119,21109,4,15,Charged Off
5000,3 years,MORTGAGE,113000,3521.56,1,9.17,196,24903,1,12,Fully Paid
9100,5 years,MORTGAGE,70000,290.02,3,9.17,236,53347,1,8,Fully Paid
1800,10+ years,MORTGAGE,50000,247.75,1,7.49,168,30380,4,6,Fully Paid
4850,< 1 year,MORTGAGE,56000,3902.94,5,7.49,222,21417,10,13,Fully Paid
24000,10+ years,MORTGAGE,127000,12041.94,6,6.99,340,25998,12,11,Fully Paid
8000,10+ years,OWN,31500,481.63,0,5.32,488,698,3,12,Fully Paid
10000,3 years,MORTGAGE,35000,5956.7,4,9.17,346,18871,3,8,Fully Paid
30000,10+ years,MORTGAGE,89000,648.99,3,10.78,177,17442,9,15,Current
9600,4 years,RENT,64567.05,5859.61,0,6.49,180,4932,3,7,Fully Paid
35000,10+ years,MORTGAGE,100000,917.19,1,19.48,263,19958,3,10,Current
20000,1 year,OWN,52000,15919.72,1,18.99,160,2812,6,17,Fully Paid
10000,10+ years,OWN,32500,1236.7,1,5.32,248,24543,0,6,Fully Paid
6000,10+ years,MORTGAGE,80000,10.16,3,5.32,348,3423,4,20,Fully Paid
22000,,MORTGAGE,110000,662.35,4,5.32,461,15169,0,7,Fully Paid
28000,1 year,MORTGAGE,82000,27056.99,2,11.99,108,21325,10,15,Fully Paid
5000,4 years,RENT,93000,3498.07,2,7.91,308,6246,1,9,Fully Paid
12500,,OWN,85000,260.52,0,9.17,132,2463,3,10,Current
18000,10+ years,OWN,76000,2695.25,3,5.32,236,2267,5,14,Fully Paid
10000,10+ years,MORTGAGE,80000,8221.47,4,5.32,234,16058,5,16,Fully Paid
11200,< 1 year,RENT,37000,371.95,0,11.99,254,1643,7,11,Charged Off
2150,3 years,OWN,18300,76.95,0,17.27,13,2985,2,11,Charged Off
9000,10+ years,RENT,110000,302.54,8,12.88,140,3403,6,16,Fully Paid
12500,10+ years,MORTGAGE,99500,7342.34,1,7.49,286,7170,3,6,Fully Paid
6000,< 1 year,MORTGAGE,52000,177.05,1,5.32,154,17927,4,13,Fully Paid
20000,6 years,RENT,60000,691.84,0,14.85,47,2710,12,18,Charged Off
21000,10+ years,RENT,90000,47,0,16.59,214,818,3,9,Charged Off
35000,< 1 year,MORTGAGE,148000,33141.25,5,11.99,361,37060,4,11,Fully Paid
30000,10+ years,MORTGAGE,94000,15306.86,5,16.59,207,15318,4,14,Fully Paid
6000,3 years,RENT,36000,557.75,0,8.49,136,1182,5,15,Fully Paid
28000,10+ years,MORTGAGE,111000,876.11,3,7.91,324,18281,3,9,Fully Paid
6000,10+ years,RENT,51000,4128.79,0,11.99,178,4757,7,12,Fully Paid
15000,10+ years,RENT,120000,344.69,0,13.44,293,7019,4,32,Current
14000,2 years,RENT,105000,291.78,0,9.17,108,3013,3,12,Current
15000,10+ years,MORTGAGE,103000,333.6,1,11.99,253,20047,8,16,Charged Off
30800,10+ years,MORTGAGE,111000,163.69,1,17.97,359,18040,4,7,Fully Paid
12000,10+ years,RENT,86308,391.62,0,10.78,141,6867,4,9,Charged Off
2000,6 years,RENT,86564,67.65,0,12.88,108,4487,7,25,Fully Paid
4275,1 year,MORTGAGE,38500,1977.36,3,17.27,35,9679,6,10,Fully Paid
6000,2 years,MORTGAGE,42000,4296.77,0,5.32,119,3994,2,6,Fully Paid
18000,1 year,RENT,45000,566.5,0,7.91,107,4977,5,15,Fully Paid
25000,10+ years,MORTGAGE,70000,13050.39,2,11.99,445,8067,5,18,Fully Paid
6000,3 years,RENT,41500,504.9,0,9.8,123,2254,3,9,Fully Paid
9900,10+ years,RENT,57000,630.7,1,9.17,165,2883,7,13,Fully Paid
35000,5 years,MORTGAGE,125000,1088.45,4,7.49,268,16181,4,17,Fully Paid
18250,1 year,OWN,36500,482.4,2,19.89,112,10347,8,25,Charged Off
12000,,MORTGAGE,110000,814.01,5,5.32,244,11428,2,21,Fully Paid
30000,10+ years,RENT,139000,1008.89,5,12.88,310,3900,5,20,Fully Paid
21000,4 years,RENT,80000,13629.61,0,9.17,108,4547,7,13,Fully Paid
1000,10+ years,RENT,45000,228.58,0,12.88,89,8417,2,5,Fully Paid
3600,10+ years,RENT,55000,239.12,0,11.99,106,5943,6,15,Charged Off
12000,3 years,MORTGAGE,47140,395.51,1,11.48,134,17108,4,11,Fully Paid
20000,1 year,MORTGAGE,100000,19202.74,2,6.99,152,49152,2,8,Fully Paid
15000,< 1 year,RENT,55000,6596.75,0,5.32,148,4022,2,10,Fully Paid
30000,3 years,RENT,80000,725.89,2,15.77,212,7139,4,18,Current
7000,4 years,OWN,41000,6918.62,0,11.48,139,10531,8,10,Fully Paid
30000,10+ years,MORTGAGE,112000,26351.03,1,14.85,179,9051,13,23,Fully Paid
2000,10+ years,MORTGAGE,43500,1744.63,5,13.44,257,27689,2,10,Fully Paid
13000,10+ years,MORTGAGE,45000,4848.69,1,10.78,105,2434,6,16,Fully Paid
15000,10+ years,OWN,170000,469.14,5,7.91,340,157556,1,5,Fully Paid
17000,9 years,RENT,89000,10398.27,0,12.88,117,6267,5,10,Fully Paid
14000,5 years,OWN,65000,11629.55,1,6.99,143,31555,7,10,Fully Paid
10500,8 years,MORTGAGE,47000,269.44,1,18.49,95,12317,6,10,Charged Off
15000,7 years,OWN,43500,11296.9,1,13.44,157,4217,4,10,Fully Paid
12600,7 years,RENT,73000,3096.61,0,7.91,123,6990,4,9,Fully Paid
12000,9 years,MORTGAGE,98000,4926.03,2,5.32,315,9549,6,20,Fully Paid
28000,1 year,RENT,118000,21491.1,1,15.77,193,7985,6,12,Fully Paid
11750,1 year,OWN,28000,369.33,0,28.49,179,1767,4,11,Charged Off
24000,2 years,MORTGAGE,105000,15992.72,5,9.8,239,29012,2,13,Fully Paid
8300,,RENT,52000,7736.39,2,7.91,199,3341,5,8,Fully Paid
15000,10+ years,MORTGAGE,67879,466.31,5,7.49,164,14675,7,18,Fully Paid
24000,5 years,RENT,65000,569.08,2,14.85,245,3742,0,11,Current
8000,5 years,MORTGAGE,53000,260.96,1,10.78,180,14057,8,9,Fully Paid
24000,4 years,RENT,230000,622.45,5,18.99,148,8574,16,13,Charged Off
35000,10+ years,OWN,90000,27330.01,2,14.85,301,18311,2,12,Fully Paid
12000,7 years,MORTGAGE,85000,1867.95,4,11.48,134,9275,5,35,Fully Paid
13050,10+ years,MORTGAGE,43500,302.37,3,26.06,269,16353,2,8,Fully Paid
14000,10+ years,MORTGAGE,160000,311.36,2,11.99,218,19169,10,17,Current
8400,10+ years,MORTGAGE,95000,252.97,3,5.32,262,15377,1,10,Charged Off
9600,8 years,MORTGAGE,90000,305.94,0,9.17,73,3234,5,13,Fully Paid
10000,4 years,RENT,35000,0.85,0,9.17,45,1203,1,7,Fully Paid
1800,1 year,MORTGAGE,72000,1500.74,1,9.17,98,7096,8,22,Fully Paid
15000,5 years,MORTGAGE,94000,10376.14,3,12.88,216,16283,14,16,Fully Paid
6000,1 year,RENT,20000,2.14,0,9.17,160,4997,0,2,Fully Paid
10000,< 1 year,MORTGAGE,35000,1219.83,2,6.49,186,4102,1,3,Fully Paid
25000,10+ years,RENT,99000,752.85,0,5.32,218,2922,2,20,Fully Paid
8675,,MORTGAGE,36000,7743.29,2,19.89,388,8263,9,14,Fully Paid
14000,2 years,RENT,44500,484.29,0,14.85,50,2090,1,12,Charged Off
16000,10+ years,MORTGAGE,64000,12708.51,1,12.88,301,39068,3,5,Fully Paid
21700,10+ years,OWN,60300,578.26,0,22.45,211,4299,1,10,Fully Paid
2800,2 years,RENT,58000,682.11,0,17.97,225,5603,3,6,Fully Paid
3600,10+ years,MORTGAGE,150000,3175.17,3,6.99,324,38825,6,11,Fully Paid
20000,10+ years,RENT,105000,12.37,0,6.99,193,10094,2,11,Fully Paid
30000,10+ years,MORTGAGE,88000,25391.19,1,19.48,182,6141,6,9,Fully Paid
20000,4 years,RENT,105000,621.74,1,7.49,166,8705,0,4,Fully Paid
30000,< 1 year,MORTGAGE,98000,24718.11,2,20.5,239,39782,2,7,Fully Paid
10000,1 year,RENT,75000,339.56,0,9.8,164,5465,8,15,Fully Paid
30000,< 1 year,OWN,70000,24020.89,6,13.99,152,23010,13,13,Fully Paid
3350,,MORTGAGE,42251,1310.82,1,7.91,196,20109,4,6,Fully Paid
12000,< 1 year,RENT,50000,311.23,0,18.99,103,2323,7,10,Charged Off
6000,10+ years,MORTGAGE,67000,739.74,2,7.49,161,15092,2,12,Fully Paid
19200,< 1 year,RENT,65000,12926.98,0,10.78,168,7517,2,19,Fully Paid
12000,5 years,MORTGAGE,110000,5499.32,2,11.48,234,40136,8,11,Fully Paid
20000,10+ years,OWN,78000,7742.12,7,6.49,177,26800,1,10,Fully Paid
13200,1 year,OWN,61000,5156.21,0,14.85,55,3003,5,15,Fully Paid
35000,4 years,OWN,145000,1094.93,5,7.91,308,33227,2,11,Fully Paid
14400,< 1 year,RENT,47000,24.02,0,8.49,147,3934,1,13,Fully Paid
3000,5 years,MORTGAGE,45000,2451.05,4,11.48,169,22265,4,7,Fully Paid
23200,< 1 year,RENT,110000,739.23,0,9.17,125,8559,2,14,Fully Paid
18250,,MORTGAGE,39696,601.58,2,11.48,527,17348,0,7,Fully Paid
14000,3 years,MORTGAGE,75000,7189.38,0,19.89,142,3148,8,7,Fully Paid
12000,10+ years,MORTGAGE,90000,430.58,3,13.99,159,21532,7,12,Charged Off
3000,2 years,RENT,50740,101.67,0,13.44,143,3407,4,7,Fully Paid
4000,5 years,RENT,83500,371.19,0,7.49,247,760,1,5,Fully Paid
5000,2 years,RENT,65000,186.22,0,11.99,158,3102,2,10,Charged Off
12425,,RENT,24897.72,11792.7,4,18.99,254,777,5,15,Fully Paid
31325,1 year,RENT,157000,17935.42,0,15.77,99,12607,3,14,Fully Paid
28000,10+ years,MORTGAGE,82000,857.84,5,6.49,187,25361,6,12,Fully Paid
2500,10+ years,RENT,32000,1626.7,0,14.85,138,4811,1,5,Fully Paid
24000,10+ years,MORTGAGE,150000,492.29,1,8.49,294,81466,1,12,Current
5000,< 1 year,MORTGAGE,29000,1968.87,0,8.49,225,6199,9,21,Fully Paid
17200,1 year,RENT,37440,429.97,0,17.27,267,5282,0,8,Current
15000,2 years,RENT,57000,329.74,1,11.48,182,4518,7,9,Current
14400,< 1 year,MORTGAGE,85000,320.25,4,11.99,214,41347,6,8,Current
1400,10+ years,MORTGAGE,54000,49.57,1,16.59,329,10546,7,10,Fully Paid
8200,3 years,MORTGAGE,79000,291.25,0,16.59,81,98,6,7,Fully Paid
5400,2 years,RENT,41000,162.61,0,5.32,349,9390,1,10,Fully Paid
25000,10+ years,RENT,185000,823.84,0,11.48,159,7723,3,10,Fully Paid
20000,10+ years,OWN,50000,672.45,0,12.88,143,1255,2,5,Fully Paid
24000,< 1 year,RENT,75000,507.58,0,9.8,112,14822,10,11,Current
25500,7 years,RENT,72000,15484.21,0,11.99,161,4070,3,11,Fully Paid
13475,10+ years,OWN,120000,421.63,3,7.91,296,51803,0,10,Fully Paid
7200,4 years,RENT,42000,3895.79,5,8.49,58,12161,2,5,Fully Paid
30000,6 years,MORTGAGE,124000,162.04,6,14.85,162,21522,8,13,Fully Paid
15000,< 1 year,RENT,50500,10535.06,0,8.49,138,7923,9,20,Fully Paid
21600,5 years,MORTGAGE,121000,566.04,9,19.48,311,18785,10,22,Charged Off
15000,3 years,MORTGAGE,100000,9954.24,3,11.99,412,3009,7,12,Fully Paid
11000,10+ years,RENT,55000,15.71,0,18.99,124,129,9,14,Fully Paid
6400,10+ years,RENT,54000,217.01,0,13.44,117,11127,5,8,Charged Off
10000,4 years,RENT,63000,250,0,8.49,335,4011,3,11,Charged Off
25200,10+ years,MORTGAGE,90000,640.85,2,10.78,177,5935,7,27,Current
5725,3 years,RENT,25000,176.56,0,6.99,446,635,4,8,Fully Paid
15000,2 years,MORTGAGE,58000,369.49,1,16.59,126,10633,8,13,Current
15600,5 years,OWN,38000,492.39,0,8.49,51,2390,7,13,Charged Off
11400,1 year,MORTGAGE,56888,270.31,0,14.85,70,3454,7,25,Current
20000,9 years,RENT,124000,499.96,0,17.27,243,4472,12,30,Charged Off
4550,5 years,MORTGAGE,78000,2619.41,1,10.78,217,14449,8,16,Fully Paid
11000,4 years,MORTGAGE,75000,370.23,5,11.48,279,26543,4,6,Fully Paid
26825,10+ years,MORTGAGE,66548,24476.53,1,18.99,236,37429,4,9,Fully Paid
8375,10+ years,OWN,32000,286.2,1,13.99,98,216,5,11,Charged Off
25000,3 years,MORTGAGE,135000,2171.33,1,8.49,206,34743,2,8,Fully Paid
15000,9 years,RENT,50000,396.5,0,19.89,41,5465,6,23,Charged Off
19200,8 years,RENT,60000,577.97,0,5.32,212,3455,1,11,Fully Paid
16000,5 years,MORTGAGE,70000,7502.28,5,14.85,133,9864,8,11,Fully Paid
18000,8 years,MORTGAGE,60000,987.94,1,20.5,87,21767,3,7,Current
24000,,MORTGAGE,48000,746.41,4,7.49,302,31491,0,7,Fully Paid
12000,2 years,OWN,50000,361.28,0,5.32,266,1288,2,12,Fully Paid
14400,10+ years,RENT,82000,9749.14,2,9.17,256,1708,4,5,Fully Paid
4325,2 years,MORTGAGE,40000,139.14,2,9.8,225,18561,1,3,Fully Paid
7500,3 years,OWN,50000,5094.56,1,16.59,120,46081,2,11,Fully Paid
25000,6 years,RENT,50000,18336.7,0,10.78,134,7115,0,6,Fully Paid
14000,,MORTGAGE,120000,7461.08,1,10.78,155,9113,1,15,Fully Paid
13000,1 year,RENT,62500,302.42,0,13.99,123,2498,1,20,Current
3525,1 year,RENT,20000,458.36,0,11.48,159,1708,1,3,Fully Paid
5400,2 years,RENT,80000,173.74,0,9.8,122,3390,4,11,Charged Off
24000,6 years,MORTGAGE,104000,21240.19,1,23.13,148,14273,12,25,Fully Paid
17000,2 years,MORTGAGE,52000,14498.84,0,6.49,184,952,9,21,Fully Paid
10000,10+ years,MORTGAGE,90000,7188.07,4,13.44,258,12890,9,15,Fully Paid
35000,10+ years,MORTGAGE,150000,29069.46,7,17.97,404,22361,5,27,Fully Paid
